id	gold_labels	predicted_labels	text
s24:8db3ab99b1435bee3b9db0940c0f7d3a	['label_insult']	[]	viestilläsi papukaijamaisuutesi. Matkija olet, et itsenäinen ajattelija.
s24:472ee93c8f5a1f887414548a3ead48e4	[]	[]	No koska teillä on yhteisiä tunteja, voit aina vaihtaa pari sanaa silloin. Jonkun tunnin jälkeen pyydät häntä jonkun kaveriporukan kanssa jonnekkin, missä voit tutustua häneen paremmin ja lämmitellä häntä siinä samalla. Sitten pyydät häntä kahdenkeskeisille treffeille, jossa voit kertoa tunteistasi hänelle.
s24:77073049e375ae42250bb95ddc1f8809	[]	['label_obscene', 'label_toxicity']	tai ketunnenät ja ketunnokkatissit yleisimpiä. laittakaa tänne jos on muita hyviä... miehillä joilla synnyttäjänlantio on yleensä myös persejalat.
s24:2072e458f940ff8a65cdbf2b1daf2b01	[]	['label_insult', 'label_toxicity']	Miksi minun pitäisi alkaa aseiden kanssa heilua? Siksikö, että arvostelen idioottia? Siksikö, että olen maalta?
s24:04ebb74f3c77acac8c9beb39cbab6bac	['label_insult']	['label_identity_attack', 'label_insult', 'label_obscene', 'label_toxicity']	Paska homo siinä peukuttelee kun ARI RÖÖKAA.
s24:b128ebe7a83070d0cf3d0d4e8ffe7e37	[]	[]	minikit ongelmia  mul on lego batman 2 mult puuttuu enää yks ainoo minikit se on tasos jos pitää tuhota se ihme jokerirobotti detector näyttää et se minikit olis jossai puistossa puun päällä voisko joku auttaa
s24:42512420f4f014e38fe53feec58342f6	[]	[]	Ahvio puhuu juurikin asiaa ja tämä paska valuu Euroopan pöksyihin koko ajan vain suuremmalla voimalla. Olen iloinen, että meillä on noin fiksu ja tietäväinen kaveri kertomassa asioita niin tiedämme mitä on odotettavissa jos suunta ei muutu!
s24:55cc0ce1c98c24c4cff0555b47357306	[]	[]	Kun tuo Sana on ristiriitaista ja liian julmaa monessa kohtaa Raamatussa niin ihminen on koko historiansa ajan joutunut sitä tulkitsemaan todellisuutta vastaavaavammaksi, inhimillisemmäksi ja loogisemmaksi. Ei siinä mistään vihasta ole kyse.
s24:027949bb2eb7da2066773e17db67bbce	[]	['label_toxicity']	Jakuzi näytti  Tepolle närhen munat.
s24:5291561f5d302ee0ecc4d372e76ba55e	[]	['label_toxicity']	Sairasta touhua. Joutas sanonko minne.... hyi helvetti....
s24:3341efa7c197bfcbea79a084fa3ce1ea	[]	['label_toxicity']	En huoli naista joka suostu täyttämään kaikkia villeimpiäkin seksifantasioitani ja perversioitani.
s24:1479a1a9498c482662db00876cdeca4b	[]	[]	...Saksa olisi lopulta hävinnyt sodan, mainitsemastasi syystä (kahden rintaman sodan vuoksi), mutta Neuvostoliitto tuskin olisi kyennyt vapauttamaan edes omaa aluettaan ilman saamaansa massiivista USA:n apua. Näinhän professori Saarialhokin toteaa tuossa hyvässä esityksessään, jonka laitoin historian saitille ja johon on linkki täälläkin.  Ja niin ei olisi syntynyt mitään itäblokkia, eli Neuvostoliitto olisi jäänyt ilman satelliittejaan, kun nuo maat olisivat pelastuneet demokratialle, kuten pelastuivat länsiliittoutuneiden vapauttamat maat. Siinä mielessä tuo USA:n apu NL:lle oli turmiollista. Mutta onneksi kaikki on nyt toisin - siitäkin suurin kiitos USA:n!  Tuolla historian saitilla joku kyseenalaistaa Saarialhon esityksen luotettavuuden. Vastasin hänelle näin:  http://keskustelu.su/REDACTED/000021290001
s24:4805300becee3cdb14d0702e653f0bf7	[]	['label_obscene', 'label_toxicity']	Hyvä ja iskevä t-paitateksti esim: PIERU ON PERSEESTÄ!
s24:079baf8232b4cf00c82bd786978cb274	[]	['label_toxicity']	sama ettei olis koko uimahalllia kajaanissa.minä en ainakaa missää kusialtaassa lillu ja jalkasieneä hanki uimahallista.
s24:aad932c3adaa4f352a1946b9b22482ce	['label_insult']	['label_insult', 'label_obscene', 'label_toxicity']	oli se kusipää. Helvetti, ei hetkeäkään pää kiinni. Ja opettelis kirjoittamaan.
s24:522bc8f1c5ebd454b9814b1fc7155e12	[]	['label_toxicity']	Suuttumus julkisuudesta naurattaa. Saisivat olla tyytyväisiä. Ilman julkisuuttaa koko huutokauppakamari olisi konkassa. Lihava muija saattaa pian huomata, että ketään ei kiinnosta ja sitten ei enää tarvitse itkeä verojen julkisuuttaa.  Timo T.A Mikkonen oli suuri mediapersoona. Suurempi kuin Palsanmäet yhteensä. Ei parane ryhtyä ylpeäksi, vaikka naama on telkkarissa.
s24:d5e3627163f4ae797468b0239fb3e7d8	[]	['label_toxicity']	Ja pysyt ATM:nä, jos pysyt kotona aina
s24:c7a6d895d3a3f5e4934beb3c89b9859e	[]	['label_obscene', 'label_toxicity']	"""=D vittu mikä kysymys!Vois kysyä ihan itse toisinpäin et mikä teillä joillakin nykyajan äideiksi haluavilla on ku pitää mun lapsen mummin eli mun äidin ikäsenä alkaa tekemään vasta sitä ensinmäistä lasta!!Luulettekste jotenkin et sit tehdään lapsi ku on oma elämä """"loppu"""" ja kuvitellaan et raha ratkasee lapsen kans kaiken *hah* Nuorena lapset tehdään koska sillon jaksetaan ja voi olla paras mahdollinen vanhempi kun jaksaa ja on elämän iloa talella vielä sinne """"vanhoille"""" päiville!Ja naimisiinkin mennään sen takia koska nykyaikana nuoret ovat vain paljon itsevarmempia kuin ennen!!"""
s24:a94f4d84d58547378397d6508f72d82d	[]	['label_insult', 'label_obscene', 'label_toxicity']	Huoraa paljaalla?  Kuinka moni on päässyt panemaan huoraa paljaalla? Minä olen, tosin oli siviilipano eikä rahaa vaihdettu ollenkaan. Kyllä se uikutti nautinnosta kun vedin paljaalla isolla munalla. Ensin poskeen ja sitten sisään. Olen tällainen kalju, tatuoitu panokone niin huoraakin kiinnostaa.
s24:86787987a455382aeb6aef14957d09c9	[]	['label_obscene', 'label_toxicity']	Lapin mies  Rekkakuski ajoi Lapin jänkhällä. Äkkiä hänet pysäytti lappalainen poroisäntä neljäntuulen kotsa päässään haulikko tanassa ja komensi rekkakuskin ulos autostaan. Runkhaa!, komensi poroisäntä. Älä nyt helvetissä!,sanoi rekkakuski. Runkhaa!,komensi poroisäntä uudestaan ja työnsi haulikon piipun rekkakuskin otsaa vasten. Ei siinä auttanut rahtarin muuta kuin aloittaa masturbaatio oikealla yläraajalla, ja hetken päästä mälli lensi kaaressa.  Runkhaa!, komensi poroisäntä jälleen. Ei nyt uudestaan, vastusteli rekkakuski, mutta ei siinä muu auttanut kuin aloittaa homma alusta, ja taas lensivät miljoonat rahtarinalut Lapin aavalle jänkhälle. Mutta sekään ei poroisännälle riittänyt. Runkhaa!, kuului käsky jälleen.  Ei helvetti en mä pysty enää. Mulkku on niin arka, eikä sieltä tule enää mitään. Armoa! aneli rekkakuski. Selevä, totesi poroisäntä. Alahan tulha sieltä puskastha tythö. Nyt on turvallistha lifthata kyythin. Kerro terveisiä tädille!
s24:e40857e7aa40a23bd0f2f91cc008eaf9	[]	['label_obscene', 'label_toxicity']	Jos ei mene perille, käytetään pesäpallomailaa ja hakataan radio pask4ksi!
s24:43e6db902b9ad5f9c8b9b2814c9f504a	[]	[]	HEI! Soinille ei ehkä löydy seuraajaa  kerrotaan nyt jossain,JUMA-LAUTA TÄSTÄ NYT PUHUTAAN TÄÄLLÄ.  Eihän meillä persaukisilla ole muuta tekemistä,kun ei ole liksaa mennä baariin.  JUMA-LAUTA TÄSTÄ PUHUTAAN TÄÄ ILTA.
s24:9e69eb4e0d80ce2c04cf75db2b86c643	['label_insult']	['label_insult', 'label_obscene', 'label_toxicity']	Älä jauha sontaa vihernarkkari. Tässä sulle totuuksia:  http://keskustelu.suomi24.fi/debate/3545
s24:5b64ea273027dc3909815a1073cc8079	[]	['label_obscene', 'label_toxicity']	No tökötillä viittasin ruiskeisiin, joita voidaan kuulemma pistää penikseen. Tosin tarkemmin en noista tiedä.
s24:aa8e4e626a1ac1814a31642aeebe6d40	[]	['label_toxicity']	Luultavasti joku niistä 3:sta treffimiehestä ähkii neidin päällä.
s24:3839b52cd5da4c5f0fae911c760c7427	[]	['label_toxicity']	On palajon sellasia uskovaisii kun tappaa kaikki kerettiläset. Olisko tässä ny semmonen kysessä?
s24:c99e775c770b89dcbf7ec333c2586f1f	['label_insult']	['label_insult', 'label_toxicity']	juuso on täys pelle
s24:e7b51c82374f62592c7e3930b8826b5f	[]	[]	Kuparipannu suljettu? No en ihmettele että menee paikka kiinni noilla hinnoilla. Olutkin on kuulemma jotain 3-4 kertaa kalliimpaa kuin muissa paikoissa, entä sitten ruoka? Kaalikääryleelle (1 kpl) tulee kuulemma hintaa 14,00 euroa, huh huh!  Me emme ole siellä käyneet koska suosimme paikallisia ravintoloita jotta rahat jäävät paikallisille yrittäjille ja työntekijöille.  He tekevät töitä ympäri vuoden kun keväällä/kesällä/syksyllä suomalaiset lomailevat. Me emme ala rahoittamaan kenenkään lomailua.
s24:0a8e352fc882f06f87ed526aba708f2d	[]	['label_obscene', 'label_toxicity']	"""Steam kusee!  Steam kusee taas ku asensin sen uudestaa ni nyt se sit aina ku yritän avata steamin n uploadaa jotain ja 26% kohalla se loppuu ja tulee valitus:""""ERROR,delete of steam.exe failed,win32 error5 """"käyttö estetty""""... Mitä teen!?!?!?!?!?"""
s24:cc39ff5bc722db6578cd0eaf9c3d06de	[]	['label_toxicity']	Niinpä, tollanen lauma eduskunnassa meille suomalaisille lakeja säätämässä. Kun eivät tunne kuin rikoslain ja sitäkin koittavat vältellä. Täällä nämä kannattajat sitten mölisevät tyttöhallituksesta ja pilkkaavat, kun Marinilta tuli haastattelussa kyyneleet silmiin. Tällaisia raakalaisia, etten pahemmin sano.
s24:21b62d565bb818407897f412046fb40b	['label_insult']	['label_identity_attack', 'label_insult', 'label_toxicity']	Suomalaiset naiset ovat rumia lehmiä  Ugh, olen puhunut.
s24:ff1f5096fcbae7836e5042aca8601ad8	[]	['label_obscene', 'label_toxicity']	otappa kuva ku se parimetrinen n****** tule ahistelee ku monotat sitä maihairilla ohimoon
s24:0e8fe96c75e89bde68dcdd6daa2d12ce	['label_insult']	['label_obscene', 'label_toxicity']	Ei tällä tyylillä mitään tapahdu eikä asioille mitään voi. Raiskaaja Apinat pitäisi saada pois . Omissakin asioissa taitaisi ns. Isän maassa olla Herran kutatleilla hoidettavaa. Karsia omia turhia menoja. Ei vaan taida omanedun tavoittelulta ennättää hoitamaan mitään asiallista asiaa Kyllä pyllistellää EU lle ym tahoille ja puhutaan potaskkaa ( siis Paskaaa.
s24:132dab91b5ae780dffe372245b9450b6	[]	['label_toxicity']	Älä nyt koko ajan sitä Espanjan bloggaajaa muistuta siitä mitä hän on. Sehän pian tekee sustakin jutun ja väittää, että olet narkkari ja YLE:llä töissä, vaikka ei sinne päinkään :DDDDDDDDDDDDDDDDDDDDD
s24:925317a810cfb9eebf53f04606feea85	['label_insult']	['label_insult', 'label_obscene', 'label_toxicity']	"""KTS-- 14.9.2016 21:19 Jos tönit mun kavereita oot itse kuollut . Kommentoi  UUSI KTS-- 14.9.2016 21:21 Ja tavataan Stokkan kellon alla. Sano aika!  KTS 22.5.2014 15:400 SULJE """"Onko ihan pakko kaikkeen soopaan kansan suostua. Just noin me-----iranilaiset----on aateltu ameriiikkalaisista ! Vihon viimen mennee kaaliin tääl Pohjolaskii...:o  KTS 20.10.2017 21:59 Uusi Palstakei(s/k)arin kieli syttyy helvetistä ja tuottaa sitä mitä siellä syntyy.  KTS-- 21.10.2017 21:50 Uusi Kunhan palstakeisari vedetään ensin muutaman kerran kölin alitse niin oppii olemaan ihmisiksi.  KTS-- 10.3.2016 23:45 Ime turpaasi omaa lääkettäsi ihan kiltisti äläkä kiukuttele yhtään  KTS-- 10.3.2016 23:45 Ime turpaasi omaa lääkettäsi ihan kiltisti äläkä kiukuttele yhtään  14.4.2016 6:35  Ajattelen, että KTS on täysin pahojen henkien vallassa. Hän esiintyy täällä uskovana, mutta puhuu kaikkea puutaheinää. KTS on saatanan kätyri. Hänen puheensa kannattaa vain sivuuttaa. KTS notkuu täällä aamusta iltaan. Onkohan tämä mies oikeasti ihmishahmon ottanut demoni? Tämä mies on niin syvältä ja paha."""
s24:619d10fa1ccb69be8f46fab29b8e958c	[]	[]	Ainakin viimeksi kun siellä kävin niin kyllä siellä ainakin asiakkaita kävi...
s24:7a014978090121dfd52b09705696db45	[]	['label_toxicity']	Vai ei yksi voi.....  Yksi ihminen pystyy vaikuttamaan tasan tarkkaan jos hän ryhtyy toimeen. Perseennuolija ei pysty vaikuttamaan. Vaikuttamaan voi ihan tavis jonka ei tarvitse nuolla ketään. EU on todennäköisesti paikka joka turvaa oikeutemme. Suomi on virkamiesten hallussa joten täältä on turha hakea oikeutta. Uusin tapaus on laittomat kuntaliitokset ja -uudistus jonka EU tulee hylkäämään laittomana.
s24:beb43897e879403a8cf7a1ecf0f423e0	[]	['label_obscene', 'label_toxicity']	Tommi hmmm nimesi  Oli kiva nähdä taas, koska tulet seuraavan kerran? Ens kerralla vaadin muutakin, kuin suudelmia ja hyväilyä. Jätä jo se muijasi sinkkunainen sopii sulle paremmin. Ansaitset oman lapsen 😘
s24:a48f24b2f2d365ccb0dbf7466991c28f	['label_insult']	['label_toxicity']	Ikkee on 80 mutta järkee ei yhtään ja kirjoitustaito perseestä, ihan hyvä lieksalaiseksi!
s24:157d8ef69d2421cea863052380d5aa49	[]	['label_obscene', 'label_toxicity']	Kuparipannun on ihan perseestä. Kävin kerran siellä syömässä ja tilasin kaksi kaalikäärylettä ja kaljan. Kalja oli hirveän makuista. Kaksi käärylettä ja kalja maksoivat 59,50 euroa.
s24:1b1d4f2538410ec752911706a45be314	['label_insult']	['label_toxicity']	Sinä olet aprillipila.
s24:49bb92d32883868af7c667a34134f257	[]	['label_obscene', 'label_toxicity']	Elämme persereijässä nimeltä Suomi jossa maksamme kaikesta valtavaa ylihintaa.
s24:1cb052be5e5476437ccb18512c8885cd	[]	[]	korotuksia kiristetään on törkeä. Syyttömät lapset otetaan pelinappuloiksi. Eivät ansaitse Tehyläiset korotusta.
s24:7564d6c938a0a7fd19d8a4c61beee623	[]	[]	Mikkejä?  Paljonko maksaisi hyvä, oikeasti toimiva mikki ja jonka äänenlaatu hyvä? Ääh... kuulostaa tökeröltä mutta en tiedä miten sen ilmaista... eli siis ku laulaa siihen nii ei kuulu mitään epämäärästä vaa se ihan oikeesti toimii. Perfektionistilla on tarpeeks huolia jo omassa lauluäänessä nii ei haluais sitä mikin kuntoa miettiä ja haluisin ihan kunnollisen ku se olis mun eka oma mikki... siks kysynki, että tietääkö kukaan hyviä... ja jos hinnan vois ilmottaa ja kauppoja mistä voi ostaa nii olisin kiitollinen :)
s24:3fb74cbc6e02b4065e4129acfc22b498	['label_insult']	['label_toxicity']	Nolo Peräkammarin tyttö, ja nyt tuonut eläkeläisukkonsa vielä Äitinsä luokse lorvimaan. Säälittävää , kamalaa elämää! Kaiken huippu, on kun itse luulee olevansa jotenkin kiinnostava ja valovoimainen julkkis. Jotenkin surkuhupaisaa . Menis nyt edes töihin, että saisivat oman asunnon vanhuksen kanssa, sillä luulisi ukkelillekin olevan nöyryyttävää lorvia anopin nurkissa, joka jopa taitaa olla papparaista nuorempi.
s24:4eceb0e7e500ef9bd4ec694ff4132c89	[]	['label_toxicity']	Vedän röökiä ja ryyppään varmasti enemmän, kun useimmat amikset. Mutta viiksiä en kasvata ikinä!
s24:a0b7e2f211c9b557b7028b8f1dc244eb	['label_insult']	['label_obscene', 'label_toxicity']	Kepun kusilahkeet aloittivat koko rumban, taisi nyt kostautua.
s24:cd5770713435b8af6e7bb68970036a74	['label_insult']	['label_toxicity']	Minä en nimittele ketään koskaan kuten pitäisi jo tietää sinunkin jos palstaa olet seuraillut. Nimittelen vain takaisin mutta en koskaan ennen. kuin minua nimitellään. Trollit voisi pysyä poissa kuten sinä, onko sulla kaikki aivosolut päässä?
s24:13c8a35f4544c08f5890e249828980eb	['label_insult']	['label_insult', 'label_toxicity']	Nimimerkistä huomaa että tykkäät murhaamisesta.  Mielummin yksi hengetön kapitalisti kuin 10 kuollutta ahkeraa duunaria. Tiedät varmaan ettei siivellä eläjiä tueta?  Jos markkinatalouden puolestapuhujat eivät näännyttäisi ihmisiä alipalkkauksella, niin maailma saattaisi olla rauhallisempi paikka – kaikille.  Sitä saa mitä tilaa. Äidinmaidosta tyhjäpäisyyden imenyt kokoomusjuntti tilaa jotain itselleen, vaikkei kannattaisi.
s24:bf2f7038f88e25a523fed6678946553e	[]	['label_obscene', 'label_toxicity']	fetissini kakka jutuista menee seuraavasti: 1) aku ankka tai vastaava julkaisu mukaan 2) weskiin ja ovi lukkoon varmistus et olet varmasti yksin 3) kansi ylös housut alas 4) istun pöntölle ilman housuja 5) annan tulla kaiken mitä on suolesta tarjolla pönttöön kulutan aikaa mielellään akkaria lukien. 6) pyyhin perseen WC paperiin kun kaikki on tullut 7) lähden huitsin vittuun paskalle haisevasta kopista.  luulen että monilla on saman suuntaisia fetissejä kakka jutuista
s24:04b1f0703be388885df1c40c665c0f58	[]	['label_toxicity']	Nehän on täynnä ympyröitä ja jättimäisiä mustia miehiä!
s24:b29ae71da356a21afffc5a9b3323a6f6	[]	['label_toxicity']	häh?  Lasinen sydän pojan ja koiran kuono märkä lakritsi Emäntä huutaa ja itkee Isäntä petti pelkuri ei huolinut lääkettä vaivoihinsa Lapsi ja koira ihmettelevät Onkohan ihan kuollut tunne täältä pois?  Häh?
s24:eee90e5d10199314af2ffd047f152adb	[]	['label_identity_attack', 'label_insult', 'label_obscene', 'label_toxicity']	Suomi tuhutan  Vääräuskonen sika tappatan ja sen parhe tappatan Islam voitaa
s24:66a0d8644a3c91864f17c70fb1c20b1d	[]	['label_insult', 'label_obscene', 'label_severe_toxicity', 'label_toxicity']	siis tarkoitus oli:  a b c d e f g a h d a h c d e f g a h c
s24:70fdd1680f7ca57ccdd79e653bf909fd	[]	['label_obscene', 'label_toxicity']	Anna vähä hiplaan sun häppäreit! Tykkäät ja sit tisuja
s24:fa154b546508afa5b891da61553beeca	['label_insult']	['label_identity_attack', 'label_toxicity']	venäläiset nyt vaan sattuu olemaan maailmanlaajuisesti helppoja huoria, aivan kuten virottaretkin. siinä se todellinen syy on eikä mikään kauneus.
s24:b4ed82e5ff0c7fadfb1f27a925888b9d	[]	['label_toxicity']	sari puukottaa kakia naaman edessä..
s24:5d41182bad7b229fb11b339db746e02c	[]	['label_toxicity']	"""haukuitsä just """"kamuas"""" huoraks vai käsitinkö oikein? jos sulla on jo valmiiks tommonen asenne siihen niin en ymmärrä miks roikut sen kanssa. se kiusaa muita ja kaverille kans niinkö? kiusaaminen on aina tyhmää, ja porukassa tyhmyys tiivistyy."""
s24:d447f5852fb951d2871f00b7fe96d9ec	['label_insult']	['label_toxicity']	Tämä viestiketju vahvistaa käsitykseni tupakoitsijoiden ääliömäisyydestä. Mahtaa olla teille korsteeneille kova paikka kun kuppilat tulevat 1.7.2007 savuttomiksi!  Poltelkaa nyt niillä parvekkeillanne posket lommolla. Minä ryhdyn käyttämään parvekettani turskan kuivaamiseen.
s24:febdfb067557ddddef9df641863f3c6c	[]	[]	Minäkin olen asioinut usein Jumalniemen Sotkassa, josta olen saanut AINA hyvää ja asiantuntevaa palvelua. Jatkakaa henkilökunta samaan malliin! Näistä asiattomista kritiikeistä huolimatta hyvää kevättä teille!
s24:0bf89097dbb9cf81e3c79dd954b226c1	['label_insult']	[]	"""Onhan se """"390€"""" """"hallitus agentti """"  Eikö sullä hoperollä muuta ole elämässäsi."""
s24:86ed8760db904940ad72e6708b6134c0	[]	['label_obscene', 'label_toxicity']	Huomenta! Olen Helsingistä, missäs sinä asut? Tulisin todella innoissani imemään ja puristelemaan rintojasi
s24:b1f44a4571449b9030ce25003c940e46	['label_insult']	['label_toxicity']	Olet väärässä, mikälie vihapersunatsi oletkaan.
s24:05f3f2b309f7fe45f386ce3106ac8369	[]	['label_toxicity']	"""Pahin pelkoni on se, että naiset alkaisivat julkisesti pitää minua likaisena, pervona ällötyksen aiheena ja sanoisivat aina kovaan ääneen """"yök"""" minut nähdessään ja kiertäisivät kaukaa. Samaan syssyyn tietenkin muut miehet alkaisivat halveksua ja pitäisivät minua täys pellenä. Ehkä monet niin saattavat mielessään ajatellakkin mutta pääasia etteivät sano sitä ääneen."""
s24:f95a70a07999013cd955a33be442490a	[]	['label_obscene', 'label_toxicity']	Kaikenlaisesta paskasta sitä maksetaan 700 000,- eur  Tilaaja Katainen pitäisi panna itse maksamaan, eikä maksattaa kansalle moista paskaa
s24:e557bd6132665e338bdbe29efe8984eb	['label_insult']	['label_toxicity']	...varmaa joku kieroitunu sadomasoheppu ku toi nimimerkki näkyy usei öisin chatis.Vinksahtaneit molemmat,nii Lara ku kuriki.
s24:9b90754843b589e263208fdeb55a0d28	[]	['label_toxicity']	tasoristeysonnettomuuksista luultavasti suurin osa on ihan autoilijan omasta tyhmyydestä kiinni, eli EI katsota tuleeko junaa (ei tullut eilenkään tähän aikaan) tai KOUKATAAN puomien välistä (vielä kerkeää v*tun hidastuspuomit).
s24:5e3f34bbc84f572818441893c041ed0a	[]	[]	hei ilkeää naurua kerro vihje löytyykö vanha nickisi pulinoista
s24:979550984c7ffc366f91c03821849571	[]	[]	Ap oletko m vai n? Missä ja koska näit?
s24:0aa82a659dfed0385cd6b80a4b09816a	[]	['label_obscene', 'label_toxicity']	"""Sano sille joskus että istu perseelles,ja ajattele ite miltä tuntuu kyseinen homma.Ihminen ei tajua muuten kuin sille yrittää selittää se miten jos asiat ois toisinpäin.Asiat on aina erillaisia kuin ne ajattelee, että jos minä olisin hänen paikallaan. Jos ko. henkilö miettii vähänkään ja menee """"sun housuihin"""" niin luulis ymmärtävän.nim.kylläsesiitä"""
s24:10d9ff01fcffabbfb1f68d2a1fe6e8a2	[]	['label_obscene', 'label_toxicity']	Nuole poikanen nuole heh heh hameväki nuolee heh heh
s24:f72e024b882f836dd68c7b99131a4f92	['label_insult']	['label_insult', 'label_toxicity']	Everstiluutnantti kirjoittaa Zukov nimimerkillä. Eläkeläinen. CIA:n trolli. Provo. Ei nuku koskaan. Niin vanha käkkärä, että kuolee pian.  Juoksee kakkavaippa lätisten jos Venäjä ärähtää.
s24:0739dd45c1196c98c9ffcb421be14f37	[]	['label_toxicity']	Ei kuulu sinulle ketä nain ja milloin, vielä vähemmän sinulle kuuluvat minun tekemäni abortit. Oli niitä sitten 1 tai 10, huolehdi vain omasta tussustasi!
s24:bbd651f01383a7cca3b040c1d7bcbed8	[]	['label_insult', 'label_obscene', 'label_toxicity']	älkää valittako:D vittu mul oo ainakaa mitää valittamista omasta sendasta. jos et tykkää derbistä ni miks vitus ostit??
s24:bd3f03f758b6c4d4bcba4e1ea25d85d6	['label_insult']	['label_insult', 'label_toxicity']	Olet kyllä erittäin sairas henkilö. Ymmärrätkö että puhut elävästä lapsesta? Lapsesta joka näyttää iloiselta ja hyvinvoivalta. Mikseivät sun vanhemmat tajunneet käyttää kortsua?! Ois ollu tarpeen.
s24:e0572178045dad6a722fcd6047c51ddb	['label_insult']	['label_insult', 'label_obscene', 'label_toxicity']	"""Ei, mutta sinä olet olevinasi joku """"kova"""" pikkupoika, jolla on oikeesti elämä perseellään. Ja sen takia riehut täällä leikkimässä jotain hackeria"""
s24:e454b82928b7635ef5c64efbc42c2396	['label_obscene']	['label_toxicity']	"""kyseessä on """"Lea"""" jolla on huomattu olevan aina jonkinmoista kääpiöseropia myynnissä...ilmeisesti tehtailee niitä. Hinnat on ihan törkeitä.  Hitto millä tollaiset saa kuriin!!!!!!"""
s24:86810a96fb2e1ecb8699c5404f8e8cad	['label_obscene']	['label_insult', 'label_obscene', 'label_severe_toxicity', 'label_toxicity']	No vittu just niin VITTU!!! Nyt vittu sitä vitun PILLUA!! Muuten ei henki kehity! HUORAT PERKELE!!!
s24:9e51d3d6419b0bbb03ae88e6799cf8f5	[]	['label_insult', 'label_obscene', 'label_toxicity']	On sitten oikein tyhmä akka ja vielä rumakin.
s24:a8b8feb7acf18ae8aa66fc9d672d3374	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	en ole sanonut olevani sen kummmempi vittuilija kuinmuutkaan enkä ole...Ja sulle kyllä uskaltaisin,huvittaa tuollaet säälittävät kehitysvammaset ja tyhmät murklkupenmnut,jotka koittaa uhitella...Kyllä mä uskallan,jos on tarvetta,riippuu tietenkin ihmisestä...
s24:2b9dd304ff5472703186c4699729b3dd	[]	[]	Eihän tuo ole enää ostamista kun halvimmillaan myyjä joutuu maksamaan että saa lähettää pöksyjä.
s24:b3dfeac54206980747141aeedcbfe2c3	[]	['label_toxicity']	163 HEPPAA
s24:5699e9c7b42d4f5d1c3f79be884a0118	['label_obscene']	['label_identity_attack', 'label_obscene', 'label_toxicity']	TV:stä pornoa  TV2 esittää parhaillaan päiväaikaan venäläistä saunaohjelmaa missä venäläiset pervot ukot esittelevät kyrpiään. Eikö YLE häpeä koskaan tekemisiään?
s24:d377091effef650d4846dcd88e2b4866	[]	['label_insult', 'label_toxicity']	Kyllä on ihmisillä sitten älyttömiä stereotypioita! Katkeria taidatte olla kun pitää yleistää kaikki kauniit/komeat aivottomiksi ääliöiksi.
s24:944495d33119cc7158e289c7e7ea7b13	['label_obscene']	['label_obscene', 'label_toxicity']	ei anna rissiiniöljyä pikkuelukalle,tullis meille paskanen loppu!
s24:89c211dbb722615fdc1dc430acd2d645	['label_obscene']	[]	Onko ilmaisia seksichatteja, joissa on aidosti halukkaita naisia  Tietääkö joku, onko olemassa ilmaisia chatteja, joissa naiset aidosti haluavat seksiseuraa? Yleensä niissä puhutaan suoraan sanottuna pelkkää paskaa. Jos joku tietää, niin laita infoa.
s24:b1940efa6e5e3e1bcf834d77e7d41109	[]	['label_insult', 'label_toxicity']	hölmö!
s24:a40303bdaeec726aa49a6dca60fbcf43	['label_obscene']	['label_obscene', 'label_toxicity']	Siitä vaan vapaaksi ... perkele....... JA YKSI HENKILÖ OTTAA VASTUUN TÄSTÄ SITTEN!  KATSOTAAN LÖYTYYKÖ KANTTIA ??  - JOTAIN JÄRKEÄ ON SAATAVA SUOMEN OIKEUSJÄRJESTELMÄÄN .... SUVAKIT NYT TEKEVÄT KAIKKENSA TÄMÄN ROMUTTAMISEKSI !!!
s24:4e1e36cd1275419b43036c7b87574ace	[]	[]	Ootko sinä se mies pusikosta joka kirjoittelet tänne....:)?
s24:5e1496d2cb805f5e356841ced0a3cd8b	['label_obscene']	['label_toxicity']	"""minna* : ymmärsinkö oikein, että jouduit maksamaan exällesi koska firma meni nurin? Hitto, munhan kannattaa sitten laittaa joku hulabaloobisnes pystyyn ja hoitaa se vielä surkeampaan kuntoon kuin vaimollani oleva """"yritys""""?"""
s24:65ebdc0835de9e1a2e20be7604eb813b	[]	[]	Ai Sinä? Just just, kyllähän Sinulle aina lainaa annetaan Skodan korjaukseen.
s24:1f4b6cabd14ca1dd7674eea16b04ec74	[]	[]	kuka olet!
s24:2a7c9e29b080991fefc5475ebab0cea1	['label_obscene']	['label_insult', 'label_obscene', 'label_toxicity']	Mies joka vonkaa ensimmäisillä terffeillä on sika. Jos ei vonkaa vielä kolmansillakaan, on homo.  Mutta sitten varsinaiseen asiaan. En minä mielestäni koskaan ole vongannut keltään. Pitää olla sen verran silmää, että osaa viedä tilanteen luontevasti oikeaan suuntaan. Kysyä illan päätteeksi, josko nainen haluaisi tulla yöksi tms.  Jos menisi kovin pitkä aika tai nainen vikkokaupalla kävisi vain nukkumassa luonani, tekisin asiasta omat johtopäätökseni. Mikä tässä on niin helvetin vaikeaa?
s24:45dc4b6cc6610668a2e6af5fdc3c6510	[]	['label_toxicity']	Vai perheen. Naiset alistettuja. Huivpäisiä ukon palvojia.
